stm_sap_meld_ddt,stm_geo_mld,stm_equipm_soort_mld,stm_equipm_nr_mld,stm_prioriteit,stm_aanngeb_dd,stm_oorz_groep,stm_oorz_code,stm_contractgeb_gst,stm_techn_gst,stm_progfh_in_duur,stm_progfh_t_fh
1383995280000000000,47,SEIN,10142944.0,5.0,1383955200000000000,ONR-DERD,151.0,21.0,S,90.0,5.0
1383998880000000000,51,BVLSCHAK,10527268.0,5.0,1383955200000000000,TECHONV,226.0,21.0,E,203.0,151.0
1384001220000000000,115,SEIN,10035373.0,5.0,1383955200000000000,TECHONV,225.0,3.0,S,51.0,43.0
1384001640000000000,513,SEIN,11442754.0,2.0,1383955200000000000,ONR-DERD,147.0,22.0,S,42.0,130.0
1384006200000000000,661,OVERWEG,10145692.0,2.0,1383955200000000000,TECHONV,203.0,26.0,S,61.0,44.0
1384016820000000000,950,WISSEL,10646036.0,2.0,1383955200000000000,ONR-DERD,147.0,4.0,S,5.0,7.0
1384023420000000000,135,TIJDHP/OP,10245338.0,5.0,1383955200000000000,ONR-DERD,151.0,11.0,T,254.0,22.0
1384023420000000000,608,WISSEL,10981818.0,2.0,1383955200000000000,TECHONV,215.0,31.0,S,96.0,29.0
1384025040000000000,938,WISSEL,10761048.0,2.0,1383955200000000000,TECHONV,218.0,71.0,S,76.0,5.0
1384030680000000000,124,OVERWEG,10145527.0,2.0,1383955200000000000,TECHONV,230.0,21.0,S,53.0,36.0
1384033140000000000,586,DETGRSSSL,10572958.0,2.0,1383955200000000000,TECHONV,215.0,9.0,S,89.0,5.0
1384038300000000000,817,DETPSSSL,11095344.0,2.0,1383955200000000000,TECHONV,218.0,18.0,S,197.0,361.0
1384075800000000000,161,TTI,11240576.0,2.0,1384041600000000000,TECHONV,221.0,11.0,K,65.0,34.0
1384076880000000000,115,OVERWEG,10020994.0,2.0,1384041600000000000,ONR-DERD,140.0,3.0,S,32.0,19.0
1384094220000000000,43,OVERWEG,10211289.0,2.0,1384041600000000000,TECHONV,218.0,28.0,S,66.0,74.0
1384097700000000000,54,BOVENLEID,10913274.0,5.0,1384041600000000000,TECHONV,218.0,23.0,E,101.0,56.0
1384110120000000000,118,OVERWEG,10021002.0,5.0,1384041600000000000,ONR-DERD,140.0,5.0,S,255.0,58.0
1384126260000000000,564,3KVOMVCENT,10595650.0,5.0,1384041600000000000,TECHONV,221.0,2.0,E,142.0,139.0
1384128840000000000,611,VOEDBEWAK,11231351.0,2.0,1384128000000000000,TECHONV,215.0,71.0,E,272.0,91.0
1384134300000000000,62,SEIN,10143583.0,5.0,1384128000000000000,TECHONV,215.0,25.0,S,30.0,19.0
1384145940000000000,536,DETGRSSSL,10028060.0,2.0,1384128000000000000,TECHONV,240.0,2.0,S,120.0,83.0
1384154820000000000,115,DETGRSSSL,10026890.0,5.0,1384128000000000000,ONR-DERD,154.0,3.0,S,120.0,103.0
1384155660000000000,75,SEIN,11322359.0,4.0,1384128000000000000,TECHONV,215.0,7.0,S,15.0,402.0
1384163460000000000,40,OVERWEG,10247756.0,2.0,1384128000000000000,ONR-DERD,145.0,12.0,S,170.0,51.0
1384164780000000000,519,WISSEL,10120823.0,2.0,1384128000000000000,TECHONV,213.0,25.0,S,45.0,5.0
1384176720000000000,564,WISSEL,10101622.0,2.0,1384128000000000000,TECHONV,215.0,2.0,B,71.0,33.0
1384177440000000000,924,WISSEL,10574396.0,5.0,1384128000000000000,ONR-DERD,151.0,5.0,B,66.0,7.0
1384193760000000000,163,WISSEL,10717997.0,4.0,1384128000000000000,TECHONV,218.0,5.0,S,90.0,63.0
1384196100000000000,553,SEIN,10144884.0,2.0,1384128000000000000,TECHONV,215.0,25.0,S,30.0,42.0
1384205700000000000,526,WISSELSTEL,11336901.0,2.0,1384128000000000000,TECHONV,215.0,10.0,S,156.0,77.0
1384222140000000000,564,TERREIN,11003990.0,5.0,1384214400000000000,TECHONV,225.0,2.0,O,122.0,229.0
1384237500000000000,122,OVERWEG,10145497.0,2.0,1384214400000000000,TECHONV,218.0,20.0,S,40.0,28.0
1384240680000000000,518,DETGRSSSL,10141976.0,2.0,1384214400000000000,TECHONV,218.0,25.0,S,90.0,15.0
1384241580000000000,525,SEIN,10284696.0,2.0,1384214400000000000,TECHONV,215.0,9.0,S,180.0,133.0
1384247340000000000,62,OVERWEG,10145381.0,2.0,1384214400000000000,ONR-RIB,135.0,25.0,S,90.0,20.0
1384253340000000000,626,OVERWEG,10247878.0,2.0,1384214400000000000,ONR-DERD,140.0,6.0,S,168.0,190.0
1384257000000000000,663,TREINBEINV,10056935.0,5.0,1384214400000000000,TECHONV,221.0,5.0,S,10.0,6.0
1384257480000000000,518,DETGRSSSL,10141990.0,2.0,1384214400000000000,TECHONV,201.0,25.0,B,90.0,39.0
1384264260000000000,122,OVERWEG,10145497.0,2.0,1384214400000000000,TECHONV,215.0,20.0,S,70.0,48.0
1384264320000000000,112,DETGRSSSL,10028186.0,2.0,1384214400000000000,TECHONV,215.0,2.0,S,14.0,82.0
1384266660000000000,490,WISSEL,11227933.0,2.0,1384214400000000000,TECHONV,221.0,9.0,B,180.0,69.0
1384272120000000000,603,WISSEL,10201807.0,5.0,1384214400000000000,TECHONV,221.0,34.0,S,105.0,63.0
1384273680000000000,817,WISSEL,11014865.0,5.0,1384214400000000000,TECHONV,298.0,18.0,K,172.0,28.0
1384273980000000000,609,GEBOUW,10161405.0,5.0,1384214400000000000,ONR-RIB,133.0,31.0,G,60.0,27.0
1384282260000000000,586,OMROEPOP,11433463.0,5.0,1384214400000000000,TECHONV,218.0,9.0,T,120.0,55.0
1384291140000000000,564,AARDSCHAK,10594495.0,2.0,1384214400000000000,WEER,187.0,2.0,E,60.0,95.0
1384293420000000000,211,OVERWEG,10211312.0,2.0,1384214400000000000,TECHONV,215.0,29.0,S,62.0,14.0
1385858400000000000,505,WISSEL,10525129.0,2.0,1385856000000000000,TECHONV,221.0,12.0,B,30.0,22.0
1385873940000000000,12,OVERWEG,10211026.0,2.0,1385856000000000000,ONR-DERD,145.0,35.0,S,70.0,8.0
1385891340000000000,520,WISSEL,10120859.0,2.0,1385856000000000000,ONR-DERD,143.0,26.0,S,61.0,326.0
1385900460000000000,66,SEIN,10145144.0,2.0,1385856000000000000,TECHONV,215.0,26.0,S,46.0,27.0
1385909460000000000,586,SEIN,10285450.0,2.0,1385856000000000000,TECHONV,225.0,9.0,S,96.0,19.0
1385919000000000000,88,SEIN,10529848.0,5.0,1385856000000000000,TECHONV,225.0,12.0,S,22.0,23.0
1385925180000000000,54,3KVVERDNET,10918672.0,2.0,1385856000000000000,ONR-RIB,133.0,23.0,E,123.0,66.0
1385930940000000000,39,WISSEL,10777764.0,2.0,1385856000000000000,TECHONV,213.0,71.0,S,72.0,73.0
1385942340000000000,13,WISSEL,10200670.0,5.0,1385856000000000000,TECHONV,213.0,34.0,S,50.0,56.0
1385944500000000000,102,TREINBEINV,10282707.0,5.0,1385942400000000000,TECHONV,221.0,81.0,S,126.0,47.0
1385971680000000000,519,OVERWEG,10145673.0,2.0,1385942400000000000,TECHONV,215.0,25.0,S,46.0,24.0
1385976840000000000,559,SNSCHAKAUT,11295017.0,5.0,1385942400000000000,TECHONV,298.0,1.0,E,382.0,6.0
1385980920000000000,62,TREINBEINV,10145725.0,5.0,1385942400000000000,ONR-RIB,133.0,25.0,S,180.0,97.0
1385986080000000000,125,SYSTBOVENL,10646538.0,2.0,1385942400000000000,TECHONV,215.0,23.0,E,307.0,116.0
1385990280000000000,122,DETECTREIN,10621364.0,2.0,1385942400000000000,TECHONV,221.0,19.0,S,280.0,65.0
1385990580000000000,922,WISSEL,10101757.0,5.0,1385942400000000000,TECHONV,221.0,2.0,B,57.0,19.0
1385992260000000000,79,COMPLAS,10529078.0,4.0,1385942400000000000,TECHONV,207.0,6.0,B,135.0,45.0
1385996040000000000,618,DETECTREIN,10621393.0,2.0,1385942400000000000,TECHONV,221.0,24.0,B,120.0,24.0
1386000720000000000,624,AARDFTDET,10993436.0,4.0,1385942400000000000,TECHONV,221.0,81.0,S,5.0,6.0
1386047820000000000,504,SEIN,10144378.0,2.0,1386028800000000000,WEER,183.0,26.0,S,81.0,15.0
1386051360000000000,54,WISSEL,10579147.0,5.0,1386028800000000000,TECHONV,213.0,23.0,S,60.0,143.0
1386052140000000000,47,LVNOODSTGR,10423683.0,5.0,1386028800000000000,TECHONV,218.0,21.0,E,70.0,55.0
1386053220000000000,121,SEIN,10667003.0,2.0,1386028800000000000,TECHONV,215.0,20.0,S,60.0,40.0
1386057180000000000,551,WISSEL,10121131.0,4.0,1386028800000000000,TECHONV,213.0,20.0,S,60.0,33.0
1386059460000000000,62,DETECTREIN,10621351.0,2.0,1386028800000000000,WEER,188.0,25.0,S,60.0,22.0
1386070320000000000,121,DETGRSSSL,10979651.0,2.0,1386028800000000000,TECHONV,213.0,20.0,S,57.0,59.0
1386078600000000000,47,LVNOODSTGR,10423683.0,5.0,1386028800000000000,TECHONV,215.0,21.0,E,34.0,26.0
1386082200000000000,504,OMROEPOP,11355245.0,5.0,1386028800000000000,TECHONV,213.0,26.0,T,181.0,69.0
1386084240000000000,520,OMROEPHP,10679250.0,5.0,1386028800000000000,TECHONV,221.0,26.0,T,240.0,220.0
1386085020000000000,526,TIJDKLOK,10245694.0,5.0,1386028800000000000,TECHONV,218.0,10.0,T,150.0,91.0
1386093900000000000,115,SEIN,10035321.0,5.0,1386028800000000000,TECHONV,218.0,3.0,S,97.0,54.0
1386107280000000000,2,STATOMROEP,10927719.0,5.0,1386028800000000000,TECHONV,218.0,37.0,T,120.0,21.0
1386114420000000000,59,WISSEL,10944788.0,5.0,1386028800000000000,TECHONV,221.0,25.0,B,40.0,38.0
1386117000000000000,614,SEIN,10144964.0,2.0,1386115200000000000,TECHONV,225.0,21.0,S,30.0,10.0
1386120420000000000,112,DETGRSSSL,10028447.0,2.0,1386115200000000000,ONR-DERD,154.0,2.0,S,110.0,417.0
1386139380000000000,67,DETGRSSSL,10138387.0,2.0,1386115200000000000,TECHONV,215.0,26.0,S,61.0,307.0
1386141480000000000,87,DETGRSSSL,10300338.0,2.0,1386115200000000000,ONR-RIB,133.0,12.0,S,60.0,32.0
1386142740000000000,541,SEIN,10647812.0,2.0,1386115200000000000,TECHONV,225.0,11.0,S,15.0,12.0
1386143160000000000,132,BAANLICHAA,10107632.0,5.0,1386115200000000000,ONR-DERD,145.0,3.0,B,100.0,6.0
1386145920000000000,536,RELAISB2,10031270.0,2.0,1386115200000000000,TECHONV,203.0,2.0,B,180.0,91.0
1386147840000000000,542,RELAISB2,10031476.0,2.0,1386115200000000000,TECHONV,221.0,5.0,S,98.0,206.0
1386151920000000000,112,OVERWBEVL,10769043.0,5.0,1386115200000000000,ONR-DERD,140.0,2.0,B,37.0,12.0
1386155100000000000,506,TREINBEINV,11175162.0,5.0,1386115200000000000,TECHONV,218.0,12.0,S,34.0,21.0
1386156780000000000,544,TIJDKLOK,10122251.0,4.0,1386115200000000000,TECHONV,213.0,20.0,T,150.0,57.0
1386165060000000000,132,RELAISB2,10030816.0,2.0,1386115200000000000,TECHONV,215.0,3.0,S,115.0,159.0
1386171420000000000,124,SEIN_BORD,10516229.0,5.0,1386115200000000000,ONR-RIB,133.0,21.0,S,88.0,77.0
1386174240000000000,542,RELAISB2,10031476.0,2.0,1386115200000000000,TECHONV,215.0,5.0,S,91.0,85.0
1386187800000000000,12,TIJDKLOK,10164530.0,5.0,1386115200000000000,TECHONV,218.0,35.0,T,31.0,6.0
1386193560000000000,550,WISSEL,10201669.0,5.0,1386115200000000000,TECHONV,221.0,36.0,B,77.0,27.0
1386195660000000000,66,OMROEPOP,11234317.0,5.0,1386115200000000000,TECHONV,218.0,26.0,T,60.0,106.0
1386209280000000000,21,SNSCHAKAUT,10988852.0,2.0,1386201600000000000,ONR-RIB,135.0,29.0,E,260.0,137.0
1386211680000000000,504,WISSEL,10120475.0,5.0,1386201600000000000,ONR-RIB,133.0,26.0,S,60.0,92.0
1386224100000000000,478,DETJADE1SL,10768372.0,2.0,1386201600000000000,TECHONV,215.0,4.0,S,175.0,27.0
1386231960000000000,617,OVERWEG,10145683.0,4.0,1386201600000000000,ONR-DERD,145.0,23.0,B,67.0,29.0
1386235920000000000,478,WISSEL,10784557.0,2.0,1386201600000000000,ONR-DERD,150.0,4.0,S,123.0,5.0
1386238020000000000,112,BAANLICHAA,10107603.0,2.0,1386201600000000000,TECHONV,209.0,2.0,B,129.0,154.0
1386251040000000000,47,SEIN,10142944.0,2.0,1386201600000000000,TECHONV,225.0,21.0,S,15.0,6.0
1386258900000000000,555,SEIN,10036035.0,5.0,1386201600000000000,TECHONV,225.0,3.0,S,114.0,48.0
1386300360000000000,116,DETGRSSSL,10057990.0,2.0,1386288000000000000,TECHONV,215.0,5.0,S,68.0,31.0
1386300600000000000,519,OVERWEG,10145673.0,2.0,1386288000000000000,TECHONV,298.0,25.0,S,120.0,20.0
1386316080000000000,624,SPOORDWL,10654127.0,5.0,1386288000000000000,ONR-RIB,133.0,81.0,B,30.0,7.0
1386321840000000000,59,SEIN,11229353.0,2.0,1386288000000000000,TECHONV,218.0,25.0,S,120.0,98.0
1386326220000000000,91,BEHUIZBEV,10278385.0,5.0,1386288000000000000,TECHONV,221.0,12.0,S,30.0,15.0
1386328980000000000,520,SEIN,10144612.0,5.0,1386288000000000000,TECHONV,225.0,26.0,S,60.0,56.0
1386331980000000000,64,OVERWBEVL,10125980.0,2.0,1386288000000000000,WEER,187.0,26.0,B,51.0,60.0
1386333240000000000,603,BOVENLEID,10914816.0,5.0,1386288000000000000,ONR-DERD,146.0,34.0,E,41.0,16.0
1386333900000000000,112,SEIN,10035260.0,2.0,1386288000000000000,ONR-RIB,135.0,2.0,S,63.0,119.0
1386345120000000000,112,OMROEPOP,10993554.0,4.0,1386288000000000000,TECHONV,230.0,2.0,T,105.0,66.0
1386350580000000000,589,ETCSBALISE,11093862.0,5.0,1386288000000000000,TECHONV,221.0,10.0,S,243.0,5.0
1386357540000000000,31,SEIN,10544877.0,2.0,1386288000000000000,TECHONV,215.0,32.0,S,121.0,274.0
1386387060000000000,163,TTI,11230294.0,2.0,1386374400000000000,TECHONV,220.0,3.0,K,114.0,46.0
1386402480000000000,490,OVERWEG,10680115.0,2.0,1386374400000000000,TECHONV,221.0,9.0,S,61.0,18.0
1386405900000000000,118,TIJDCOM,10929552.0,5.0,1386374400000000000,TECHONV,215.0,22.0,T,247.0,215.0
1386409380000000000,46,TREINBEINV,10145714.0,5.0,1386374400000000000,ONR-RIB,133.0,22.0,S,138.0,110.0
1386415140000000000,506,LVNOODSTGR,10391333.0,2.0,1386374400000000000,ONR-RIB,135.0,12.0,E,60.0,206.0
1386425160000000000,70,TIJDHP/OP,10969109.0,4.0,1386374400000000000,TECHONV,213.0,26.0,T,203.0,44.0
1386428580000000000,17,SEIN,10220301.0,2.0,1386374400000000000,TECHONV,215.0,33.0,S,122.0,83.0
1386438000000000000,560,RIJDRAAD,10596777.0,5.0,1386374400000000000,ONR-RIB,133.0,2.0,E,60.0,32.0
1386446280000000000,70,SPOORDWL,11164083.0,5.0,1386374400000000000,ONR-DERD,148.0,26.0,B,32.0,18.0
1386452820000000000,614,TIJDHP/OP,10122309.0,5.0,1386374400000000000,ONR-RIB,133.0,21.0,T,186.0,87.0
1386484080000000000,553,DETGRSSSL,10737072.0,2.0,1386460800000000000,ONR-DERD,154.0,25.0,S,90.0,89.0
1386486000000000000,12,TREINBEINV,10643318.0,5.0,1386460800000000000,TECHONV,218.0,35.0,S,116.0,5.0
1386491940000000000,433,OVERWEG,10145650.0,5.0,1386460800000000000,ONR-DERD,145.0,25.0,S,61.0,82.0
1386492240000000000,618,OMROEPOP,11344459.0,5.0,1386460800000000000,TECHONV,218.0,24.0,T,180.0,30.0
1386492720000000000,555,OVERWBEVL,10769184.0,5.0,1386460800000000000,ONR-RIB,133.0,3.0,B,30.0,7.0
1386494460000000000,2,SEIN,10538280.0,2.0,1386460800000000000,TECHONV,221.0,37.0,S,120.0,55.0
1386497700000000000,585,HEKWERK,11135925.0,4.0,1386460800000000000,TECHONV,215.0,11.0,B,15.0,40.0
1386506400000000000,135,SNSCHAKAUT,11011030.0,2.0,1386460800000000000,TECHONV,218.0,11.0,E,196.0,24.0
1386513000000000000,586,GEBOUW,10242470.0,4.0,1386460800000000000,ONR-RIB,135.0,9.0,T,240.0,16.0
1386513720000000000,586,TIJDKLOK,10245631.0,5.0,1386460800000000000,TECHONV,215.0,9.0,T,240.0,23.0
1386514680000000000,924,SEIN,10036228.0,4.0,1386460800000000000,ONR-RIB,133.0,5.0,S,45.0,20.0
1386519060000000000,60,TIJDKLOK,10677938.0,4.0,1386460800000000000,TECHONV,215.0,27.0,T,45.0,40.0
1386526080000000000,63,WISSEL,10120159.0,5.0,1386460800000000000,TECHONV,218.0,26.0,S,308.0,292.0
1386546900000000000,544,WISSEL,10120945.0,2.0,1386460800000000000,ONR-RIB,135.0,20.0,S,143.0,58.0
1386548520000000000,13,SEIN,10220490.0,2.0,1386547200000000000,ONR-DERD,145.0,34.0,S,48.0,6.0
1386550140000000000,63,SEIN,10143604.0,4.0,1386547200000000000,TECHONV,218.0,26.0,S,120.0,75.0
1386552000000000000,924,WISSEL,10101973.0,2.0,1386547200000000000,TECHONV,203.0,5.0,S,41.0,32.0
1386552660000000000,46,TREINBEINV,10717773.0,4.0,1386547200000000000,ONR-DERD,145.0,21.0,S,46.0,24.0
1386553800000000000,666,DETECTREIN,10793367.0,2.0,1386547200000000000,TECHONV,221.0,21.0,S,57.0,198.0
1386569520000000000,63,DETGRSSSL,10137624.0,4.0,1386547200000000000,TECHONV,221.0,26.0,S,121.0,205.0
1386577860000000000,537,SEINLAMPH,10815212.0,5.0,1386547200000000000,TECHONV,218.0,81.0,S,30.0,52.0
1386585240000000000,103,BAANLICHAA,11031638.0,5.0,1386547200000000000,ONR-RIB,135.0,1.0,B,60.0,54.0
1386594060000000000,478,DETECTREIN,10793216.0,2.0,1386547200000000000,TECHONV,221.0,4.0,S,92.0,25.0
1386609120000000000,123,BALLAST,10980381.0,2.0,1386547200000000000,TECHONV,241.0,20.0,B,45.0,26.0
1386615660000000000,54,SEIN,10575284.0,2.0,1386547200000000000,TECHONV,225.0,23.0,S,30.0,10.0
1386623760000000000,555,WISSEL,10101442.0,2.0,1386547200000000000,ONR-DERD,151.0,3.0,S,56.0,29.0
1386627120000000000,555,WISSEL,10101442.0,5.0,1386547200000000000,TECHONV,215.0,3.0,S,180.0,105.0
1386644400000000000,9,OVERWEG,10210995.0,2.0,1386633600000000000,TECHONV,215.0,36.0,S,194.0,364.0
1386652920000000000,28,BOVENLEID,10913136.0,2.0,1386633600000000000,ONR-RIB,133.0,32.0,E,178.0,88.0
1386655140000000000,62,DETGRSSSL,10137465.0,2.0,1386633600000000000,ONR-DERD,154.0,25.0,S,90.0,142.0
1386657540000000000,104,TELEFOONS,10558551.0,5.0,1386633600000000000,ONR-DERD,147.0,1.0,T,120.0,25.0
1386683580000000000,490,WISSEL,11229613.0,2.0,1386633600000000000,ONR-DERD,147.0,9.0,S,91.0,98.0
1386696600000000000,71,SEIN,10143813.0,2.0,1386633600000000000,TECHONV,215.0,26.0,S,31.0,22.0
1386700620000000000,609,SEIN,10544828.0,2.0,1386633600000000000,TECHONV,221.0,31.0,S,77.0,12.0
1386702420000000000,486,WISSEL,11450210.0,2.0,1386633600000000000,ONR-DERD,147.0,9.0,B,151.0,34.0
1386720480000000000,520,WISSEL,10120857.0,2.0,1386720000000000000,TECHONV,213.0,26.0,S,60.0,12.0
1386761460000000000,118,DETGRSSSL,10027291.0,4.0,1386720000000000000,TECHONV,218.0,5.0,S,30.0,18.0
1386763140000000000,135,SEIN,10284110.0,2.0,1386720000000000000,TECHONV,221.0,11.0,S,150.0,149.0
1386765000000000000,122,HEKWERK,11277534.0,5.0,1386720000000000000,TECHONV,215.0,20.0,S,60.0,36.0
1386770460000000000,564,WISSEL,10101615.0,5.0,1386720000000000000,TECHONV,222.0,2.0,B,205.0,25.0
1386781440000000000,43,OVERWEG,10211292.0,2.0,1386720000000000000,TECHONV,213.0,28.0,S,63.0,68.0
1386799620000000000,664,TREINBEINV,10056936.0,5.0,1386720000000000000,TECHONV,218.0,5.0,S,60.0,5.0
1386836220000000000,115,SPOORTAK,11087257.0,5.0,1386806400000000000,TECHONV,209.0,3.0,B,72.0,95.0
1386838740000000000,112,DETGRSSSL,10028287.0,2.0,1386806400000000000,ONR-DERD,151.0,2.0,B,79.0,44.0
1386845280000000000,112,DETGRSSSL,10028287.0,5.0,1386806400000000000,TECHONV,228.0,2.0,B,311.0,155.0
1386848160000000000,122,HEKWERK,11114228.0,5.0,1386806400000000000,ONR-RIB,133.0,20.0,O,60.0,30.0
1386848820000000000,626,OVERWEG,10247878.0,2.0,1386806400000000000,ONR-DERD,140.0,6.0,S,130.0,127.0
1386851940000000000,116,SEIN,10035400.0,2.0,1386806400000000000,TECHONV,225.0,5.0,S,5.0,12.0
1386852480000000000,563,TIJDKLOK,10003283.0,5.0,1386806400000000000,TECHONV,230.0,2.0,T,55.0,62.0
1386857040000000000,75,OVERWEG,10247695.0,5.0,1386806400000000000,TECHONV,215.0,7.0,S,60.0,29.0
1386863640000000000,112,DETGRSSSL,10028287.0,5.0,1386806400000000000,TECHONV,221.0,2.0,B,302.0,166.0
1386869820000000000,560,WISSEL,10101517.0,5.0,1386806400000000000,TECHONV,221.0,2.0,B,223.0,62.0
1386876840000000000,46,GEBOUW,10118946.0,2.0,1386806400000000000,ONR-RIB,133.0,22.0,E,60.0,8.0
1388579280000000000,13,OVERWEG,10211065.0,2.0,1388534400000000000,TECHONV,218.0,34.0,S,101.0,15.0
1388581980000000000,927,BAANVRZIEN,10874924.0,4.0,1388534400000000000,ONR-DERD,151.0,11.0,B,60.0,8.0
1388582400000000000,211,OVERWEG,10211309.0,2.0,1388534400000000000,TECHONV,215.0,29.0,S,42.0,25.0
1388589060000000000,54,HEKWERK,11276216.0,5.0,1388534400000000000,ONR-RIB,135.0,23.0,O,60.0,39.0
1388598480000000000,115,DETECTREIN,10793142.0,2.0,1388534400000000000,TECHONV,221.0,3.0,S,63.0,87.0
1388613900000000000,112,TUNCONSTR,10000335.0,5.0,1388534400000000000,TECHONV,229.0,2.0,K,120.0,217.0
1388620860000000000,145,SEIN,10284280.0,5.0,1388620800000000000,TECHONV,225.0,9.0,S,75.0,20.0
1388647560000000000,589,SEIN,10979206.0,4.0,1388620800000000000,TECHONV,215.0,10.0,S,61.0,43.0
1388647920000000000,65,SEIN,10942853.0,5.0,1388620800000000000,TECHONV,223.0,26.0,S,60.0,74.0
1388656920000000000,519,OVERWEG,10145673.0,5.0,1388620800000000000,ONR-DERD,151.0,25.0,T,241.0,304.0
1388659200000000000,123,OVERWEG,10145517.0,2.0,1388620800000000000,ONR-DERD,140.0,20.0,S,262.0,143.0
1388691660000000000,163,WISSEL,10519333.0,2.0,1388620800000000000,ONR-DERD,147.0,5.0,B,195.0,37.0
1388691780000000000,135,DETGRSSSL,10301511.0,5.0,1388620800000000000,TECHONV,241.0,11.0,B,60.0,13.0
1388730180000000000,122,OVERWEG,10145501.0,2.0,1388707200000000000,TECHONV,215.0,20.0,S,66.0,9.0
1388733180000000000,118,PLAATSBEP,10528669.0,4.0,1388707200000000000,ONR-DERD,145.0,5.0,B,15.0,6.0
1388734020000000000,501,GESPREKREG,10706313.0,5.0,1388707200000000000,TECHONV,229.0,37.0,T,180.0,69.0
1388734980000000000,49,SEIN,10143003.0,2.0,1388707200000000000,TECHONV,225.0,27.0,S,30.0,31.0
1388735580000000000,60,SEIN,10143502.0,2.0,1388707200000000000,TECHONV,225.0,27.0,S,15.0,12.0
1388741640000000000,62,SEIN,10143584.0,2.0,1388707200000000000,TECHONV,215.0,25.0,S,30.0,20.0
1388742960000000000,490,WISSEL,11229613.0,5.0,1388707200000000000,ONR-RIB,135.0,9.0,S,91.0,196.0
1388762340000000000,107,SEIN,10721573.0,5.0,1388707200000000000,TECHONV,225.0,2.0,S,22.0,25.0
1388769240000000000,112,SEIN,10035221.0,5.0,1388707200000000000,TECHONV,225.0,2.0,S,45.0,15.0
1388795100000000000,519,DETPSSSL,10142026.0,2.0,1388793600000000000,TECHONV,219.0,25.0,S,61.0,35.0
1388834340000000000,605,WISSEL,10201874.0,4.0,1388793600000000000,ONR-RIB,133.0,32.0,B,154.0,28.0
1388834940000000000,54,INTLOCKUNT,10549037.0,5.0,1388793600000000000,TECHONV,218.0,23.0,S,173.0,22.0
1388839320000000000,144,WISSEL,10731629.0,2.0,1388793600000000000,TECHONV,215.0,10.0,S,144.0,89.0
1388839920000000000,107,TIJDKLOK,11146851.0,5.0,1388793600000000000,TECHONV,221.0,2.0,T,95.0,81.0
1388844540000000000,536,DETECTREIN,11392796.0,2.0,1388793600000000000,TECHONV,228.0,2.0,B,180.0,70.0
1388863860000000000,506,SEIN,10284403.0,2.0,1388793600000000000,TECHONV,212.0,12.0,S,74.0,30.0
1388865720000000000,85,SEIN,10286379.0,2.0,1388793600000000000,TECHONV,221.0,8.0,S,68.0,36.0
1388871480000000000,309,DETGRSSSL,10141697.0,5.0,1388793600000000000,ONR-RIB,135.0,26.0,S,16.0,16.0
1388888040000000000,617,LVNOODSTGR,10527465.0,5.0,1388880000000000000,ONR-RIB,135.0,23.0,E,77.0,33.0
1388911080000000000,203,DETGRSSSL,10227962.0,2.0,1388880000000000000,ONR-RIB,133.0,34.0,S,28.0,7.0
1388939280000000000,107,OVERWEG,10020959.0,2.0,1388880000000000000,ONR-DERD,140.0,2.0,S,147.0,72.0
1388945580000000000,119,SEIN,10035563.0,2.0,1388880000000000000,TECHONV,222.0,5.0,S,102.0,14.0
1388964780000000000,586,DETGRSSSL,10303276.0,5.0,1388880000000000000,ONR-DERD,146.0,9.0,B,127.0,33.0
1388994420000000000,618,SPOORSPS,11324808.0,5.0,1388966400000000000,TECHONV,227.0,24.0,B,108.0,26.0
1388999340000000000,128,WISSEL,10266258.0,4.0,1388966400000000000,TECHONV,222.0,11.0,S,120.0,91.0
1389012780000000000,161,TREINBEINV,11413527.0,5.0,1388966400000000000,TECHONV,215.0,11.0,S,241.0,225.0
1389013920000000000,309,WISSEL,11439782.0,5.0,1388966400000000000,TECHONV,218.0,26.0,S,50.0,171.0
1389014220000000000,513,BALLAST,10625197.0,2.0,1388966400000000000,TECHONV,207.0,22.0,B,145.0,37.0
1389035580000000000,132,SEIN,10802037.0,5.0,1388966400000000000,TECHONV,221.0,81.0,S,15.0,13.0
1389067260000000000,133,VPISUPPCOM,11235924.0,2.0,1389052800000000000,ONR-RIB,133.0,8.0,S,32.0,280.0
1389075120000000000,542,WISSEL,10529892.0,4.0,1389052800000000000,TECHONV,241.0,5.0,B,60.0,6.0
1389097380000000000,115,SEIN,10035319.0,2.0,1389052800000000000,TECHONV,225.0,3.0,S,26.0,25.0
1389101820000000000,309,WISSEL,10120404.0,4.0,1389052800000000000,ONR-DERD,151.0,26.0,S,120.0,66.0
1389104220000000000,128,TREINBEINV,10282713.0,5.0,1389052800000000000,TECHONV,218.0,11.0,S,120.0,62.0
1389107400000000000,128,WISSEL,10266184.0,5.0,1389052800000000000,TECHONV,221.0,11.0,S,181.0,221.0
1389109800000000000,551,LOC_VOED,10926238.0,5.0,1389052800000000000,TECHONV,215.0,20.0,E,60.0,123.0
1389115260000000000,523,DETGRSSSL,10302212.0,2.0,1389052800000000000,TECHONV,215.0,9.0,S,115.0,76.0
1389128880000000000,534,WISSEL,10101178.0,4.0,1389052800000000000,TECHONV,221.0,1.0,S,60.0,57.0
1389142920000000000,617,WISSEL,10527781.0,5.0,1389139200000000000,TECHONV,221.0,23.0,B,138.0,68.0
